org_name,city,state,zip,npi,clia,license_id,lab_type,engine_score,money_score,pain_score,fit_score,tier,rule_score,priority,signals
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WELLFLEET,MA,026677402,1063782308,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,EAST BOSTON,MA,021280000,1588907760,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,HYANNIS,MA,026013109,1518109818,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WORCESTER,MA,016081220,1295753242,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,STOUGHTON,MA,020723396,1093733057,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,MILFORD,MA,017571101,1407343056,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,BROCKTON,MA,023012864,1245730589,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WORCESTER,MA,016044647,1508306747,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,NORFOLK,MA,020561642,1134421522,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,MATTAPAN,MA,021262253,1356786735,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,EAST BOSTON,MA,021280000,1043553225,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,MILFORD,MA,017572236,1164868303,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WESTBOROUGH,MA,015811417,1255777496,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,DORCHESTER,MA,021223134,1255776647,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WORCESTER,MA,016081232,1033536636,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,LEOMINSTER,MA,014534958,1104179860,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,TURNERS FALLS,MA,013761816,1972521508,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,DORCHESTER,MA,021213213,1184069593,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,HOLDEN,MA,015202570,1225455801,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WESTBOROUGH,MA,015815408,1023505674,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WORCESTER,MA,016062714,1770047995,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,CAMBRIDGE,MA,021384960,1477571420,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,SHREWSBURY,MA,015452675,1801814868,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WORCESTER,MA,016052038,1104844158,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,AUBURN,MA,015012684,1942553607,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,SOUTH BOSTON,MA,021272245,1861837254,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WORCESTER,MA,016053516,1043653330,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,PROVINCETOWN,MA,026571618,1588934947,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,WORCETER,MA,016050000,1962745067,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,SOUTHBOROUGH,MA,017721215,1750152765,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
QUEST DIAGNOSTICS MASSACHUSETTS LLC,MARLBOROUGH,MA,017523023,1194062448,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MA
TRUSTEES OF BOSTON UNIVERSITY,BOSTON,MA,022152425,1174701189,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): university (large/public entity — low RCM fit);Priority market: MA
UNIVERSITY PATHOLOGISTS DIAGNOSTICS LLC,SOMERSET,MA,027261220,1881916682,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): university (large/public entity — low RCM fit);Priority market: MA
BOARD OF TRUSTEES OF MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,488247500,1144309642,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): university (large/public entity — low RCM fit);Priority market: MI
BOARD OF TRUSTEES OF MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,488246239,1629157979,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): university (large/public entity — low RCM fit);Priority market: MI
COMMUNITY HEALTH CENTER OF BRANCH COUNTY,COLDWATER,MI,490362041,1437613221,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): county (large/public entity — low RCM fit);Priority market: MI
COUNTY OF KALAMAZOO,KALAMAZOO,MI,490481281,1861675530,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): county (large/public entity — low RCM fit);Priority market: MI
COUNTY OF OAKLAND,PONTIAC,MI,483411032,1730629312,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): county (large/public entity — low RCM fit);Priority market: MI
COUNTY OF OAKLAND,SOUTHFIELD,MI,480763663,1952841546,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): county (large/public entity — low RCM fit);Priority market: MI
DMC UNIVERSITY LABORATORIES,DETROIT,MI,482011427,1871776211,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): university (large/public entity — low RCM fit);Priority market: MI
LABORATORY CORPORATION OF AMERICA,LIVONIA,MI,481501702,1467437053,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MI
LABORATORY CORPORATION OF AMERICA,TRAVERSE CITY,MI,496847205,1336720671,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MI
LABORATORY CORPORATION OF AMERICA,SAINT JOHNS,MI,488792423,1750929667,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MI
LABORATORY CORPORATION OF AMERICA,SOUTHFIELD,MI,480763716,1811023898,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MI
LABORATORY CORPORATION OF AMERICA,ROCHESTER HILLS,MI,483076122,1578864559,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MI
LABORATORY CORPORATION OF AMERICA,BELLAIRE,MI,496159082,1609335652,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MI
LABORATORY CORPORATION OF AMERICA,LANSING,MI,489113877,1427184407,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MI
LABORATORY CORPORATION OF AMERICA,KALAMAZOO,MI,490092123,1811338643,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MI
LABORATORY CORPORATION OF AMERICA,SAGINAW,MI,486039622,1962487413,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MI
LABORATORY CORPORATION OF AMERICA,SOUTHFIELD,MI,480346035,1366427957,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MI
LABORATORY CORPORATION OF AMERICA,TROY,MI,480834245,1598491300,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MI
LABORATORY CORPORATION OF AMERICA,BATTLE CREEK,MI,490173924,1407315047,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MI
LABORATORY CORPORATION OF AMERICA,EAST JORDAN,MI,497279383,1639638687,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MI
MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,488246207,1295978054,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): university (large/public entity — low RCM fit);Priority market: MI
MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,488247015,1417033556,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): university (large/public entity — low RCM fit);Priority market: MI
MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,48824,1487780565,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): university (large/public entity — low RCM fit);Priority market: MI
NEOGENOMICS LABORATORIES INC,WEST BLOOMFIELD,MI,48324,1659641645,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): neogenomics laboratories (large/public entity — low RCM fit);Priority market: MI
"OAKLAND COUNTY PATHOLOGISTS, PLC",PONTIAC,MI,483422217,1215079462,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): county (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,BINGHAM FARMS,MI,480252455,1053941955,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical lab;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,ROYAL OAK,MI,480736640,1023648938,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical lab;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,BALDWIN,MI,493047984,1033749932,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical lab;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,FLINT,MI,485041487,1033749940,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical lab;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,CADILLAC,MI,496012588,1306476213,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical lab;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED,FLINT,MI,485044453,1750309704,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED,LAPEER,MI,484461311,1538493127,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED,SOUTHFIELD,MI,480761909,1578582003,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED,NORTHVILLE,MI,481673479,1316965361,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED MI,BALDWIN,MI,493047984,1225303480,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED MI,CADILLAC,MI,496012588,1215202486,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED MI,FLINT,MI,485041487,1124085576,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED MI,ROYAL OAK,MI,480736640,1689084667,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED MI,ROCHESTER HILLS,MI,483071485,1861633216,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED MI,CLARKSTON,MI,483465407,1033405410,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED MI,SAGINAW,MI,486033716,1922026541,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED MI,LANSING,MI,489108594,1346548260,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED MI,KENTWOOD,MI,495124132,1629096680,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED MI,BINGHAM FARMS,MI,480252456,1326066374,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS INCORPORATED MI,BERKLEY,MI,480722182,1053339002,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS LLC IL,MT PLEASANT,MI,488592013,1790321750,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
QUEST DIAGNOSTICS LLC IL,DEARBORN,MI,481243472,1124541388,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: diagnostics;Name signal (−): quest (large/public entity — low RCM fit);Priority market: MI
VHS UNIVERSITY LABORATORIES INC,DETROIT,MI,482011427,1366744823,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): university (large/public entity — low RCM fit);Priority market: MI
VHS UNIVERSITY LABORATORIES INC,DETROIT,MI,482012153,1932414463,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): university (large/public entity — low RCM fit);Priority market: MI
WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,490085200,1639407786,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): university (large/public entity — low RCM fit);Priority market: MI
CURATOR OF THE UNIVERSITY OF MISSOURI UMKC DENTAL SCHOOL AND CLINICS,KANSAS CITY,MO,641082716,1225254253,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): university (large/public entity — low RCM fit);Priority market: MO
HEALING WATERS LABCORP LLC,FLORISSANT,MO,630331905,1740919315,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): labcorp (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA,SAINT LOUIS,MO,631223356,1376848481,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA,SAINT LOUIS,MO,631312322,1164032744,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA,LAKE ST LOUIS,MO,633671366,1164084711,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA,EARTH CITY,MO,630451404,1235114778,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA,SAINT LOUIS,MO,631052354,1942694658,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,LEES SUMMIT,MO,640641996,1093790693,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,KANSAS CITY,MO,641541910,1073598900,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,KENNETT,MO,638573252,1184962581,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,LEES SUMMIT,MO,640865705,1679957112,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,KANSAS CITY,MO,641144855,1306220447,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,WARRENSBURG,MO,640933101,1821468422,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,KANSAS CITY,MO,641113498,1194180158,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,KANSAS CITY,MO,641113342,1598471658,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,LEES SUMMIT,MO,640866000,1093435901,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,LEES SUMMIT,MO,640824093,1952785248,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,INDEPENDENCE,MO,640572301,1285025445,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,KANSAS CITY,MO,641302807,1972684876,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,LEXINGTON,MO,640671107,1255722427,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,BLUE SPRINGS,MO,640157730,1447235049,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,KANSAS CITY,MO,641144673,1750762258,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,SAINT JOSEPH,MO,645063488,1821468430,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,BLUE SPRINGS,MO,640142513,1275903882,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,BELTON,MO,640120000,1992196935,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,KANSAS CITY,MO,641542778,1790405603,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,KANSAS CITY,MO,641113220,1972223881,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,KANSAS CITY,MO,641313366,1336124064,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,KANSAS CITY,MO,641184625,1134333925,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,LEES SUMMIT,MO,640631007,1811388929,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
LABORATORY CORPORATION OF AMERICA HOLDINGS,INDEPENDENCE,MO,640572303,1508257544,,,Clinical Medical Laboratory,3,0,0,3,C,12,Low,Tier C lab type: clinical;Name signal (−): laboratory corporation (large/public entity — low RCM fit);Priority market: MO
