Company Name,City,State,Zip,NPI,CLIA,License ID,Money Score,Pain Score,Fit Score,Total Score,Target Roles
NICHOLAS H NOYES MEMORIAL HOSPITAL,DANSVILLE,NY,144379503,1568037141,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NEWARK-WAYNE COMMUNITY HOSPITAL,NEWARK,NY,145131090,1093258873,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NEWARK WAYNE COMMUNITY HOSPITAL-LAB,NEWARK,NY,145131057,1801089495,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
OSWEGO HOSPITAL,OSWEGO,NY,131262598,1790363026,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ROCHESTER GENERAL HOSPITAL-LAB,ROCHESTER,NY,146213001,1477746063,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
UNION HOSPITAL FAMILY HEALTH CENTER,UNION,NJ,070837951,1619926607,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LAS CRUCES MEDICAL CENTER LLC,LAS CRUCES,NM,880118255,1083234264,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
DHHS PHS NAIHS SHIPROCK HOSPITAL,SHIPROCK,NM,874200160,1487884169,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
DHHS PHS NAIHS SHIPROCK HOSPITAL,BLOOMFIELD,NM,874134934,1083843841,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LOVELACE WOMENS HOSPITAL,ALBUQUERQUE,NM,871091219,1497955983,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LOVELACE WESTSIDE HOSPITAL,ALBUQUERQUE,NM,871145019,1780884270,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"LOVELACE HEALTH SYSTEMS,INC.DBA S.E.D. MEDICAL LABORATORIES",ALBUQUERQUE,NM,871023619,1861692345,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LOVELACE HEALTH SYSTEMS INC. DBA S.E.D. MEDICAL LABORATORIES-FARMINGTO,FARMINGTON,NM,874015617,1184957391,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LEA REGIONAL HOSPITAL LLC,HOBBS,NM,882409100,1467081489,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
SOUTH CENTRAL COLFAX COUNTY SPECIAL HOSPITAL DISTRICT,SPRINGER,NM,87747,1588890909,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ROSWELL HOSPITAL CORPORATION,ROSWELL,NM,882015209,1548880495,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HIGHLAND HOSPITAL OF ROCHESTER,ROCHESTER,NY,146202733,1760362164,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"DOCTORS HOSPITAL AT RENAISSANCE, LTD",EDINBURG,TX,785399152,1306186887,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
AHS HOSPITAL CORP,MORRISTOWN,NJ,079606166,1871162834,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"CENTRASTATE MEDICAL CENTER, INC",FREEHOLD,NJ,077282549,1699487801,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HMH HOSPITALS CORPORATION,BRICK,NJ,087247732,1942927538,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HMH HOSPITALS CORPORATION,HACKENSACK,NJ,076011915,1518683929,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HMH HOSPITALS CORPORATION,NORTH BERGEN,NJ,070476217,1952028532,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HMH HOSPITALS CORPORATION,RED BANK,NJ,077011864,1295452886,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HMH HOSPITALS CORPORATION,EDISON,NJ,088203947,1780301366,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HMH HOSPITALS CORPORATION,NEPTUNE CITY,NJ,077534859,1962128496,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HMH HOSPITALS CORPORATION,HOLMDEL,NJ,077331514,1740907336,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NEWARK BETH ISRAEL MEDICAL CENTER,NEWARK,NJ,071122027,1730144213,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
TRUSTEES OF COLUMBIA UNIVERSITY AT PALISADES MEDICAL CENTER,NORTH BERGEN,NJ,070476217,1437259322,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ATLANTICARE REGIONAL MEDICAL CENTER,ATLANTIC CITY,NJ,084016713,1730516626,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CLAYTON HEALTH SYSTEM,CLAYTON,NM,884153304,1184170847,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CARLSBAD MEDICAL CENTER LLC,CARLSBAD,NM,882203553,1740819762,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CATHOLIC MEDICAL CENTER,MANCHESTER,NH,031023730,1871930834,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ANDROSCOGGIN VALLEY HOSPITAL, INC",BERLIN,NH,035703531,1114359635,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ENVIRO HEALTH SYSTEMS INC.,RICHARDSON,TX,750812896,1841367620,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LITTLETON REGIONAL HOSPITAL,LITTLETON,NH,035613442,1811406374,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LITTLETON HOSPITAL ASSOCIATION,LITTLETON,NH,035613442,1518476266,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
WEEKS MEDICAL CENTER,LANCASTER,NH,03584,1972012326,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
UPPER CONNECTICUT VALLEY HOSPITAL,COLEBROOK,NH,035763207,1154769438,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
EL PASO COUNTY HOSPITAL DISTRICT,EL PASO,TX,799051002,1932434925,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
UNION HOSPITAL OF CECIL COUNTY INC,ELKTON,MD,219215596,1336092071,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
VALLEY HEALTH SYSTEMS INC,HUNTINGTON,WV,25702,1023083854,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ADVENTIST HEALTH SYSTEM-SUNBELT, INC",ORLANDO,FL,328031248,1801569728,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"BAYFRONT MEDICAL CENTER, INC.",ST PETERSBURG,FL,337014814,1629323076,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CORAL SPRINGS MEDICAL CENTER,CORAL SPRINGS,FL,330654108,1720155658,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
DOCTORS' MEMORIAL HOSPITAL LAB,PERRY,FL,323472300,1649358821,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"CANDLER HOSPITAL, INC.",SAVANNAH,GA,314056015,1972739803,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BROOKS COUNTY HOSPITAL,QUITMAN,GA,316431315,1447827613,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
EMORY JOHNS CREEK HOSPITAL,DULUTH,GA,300975775,1861812448,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GRADY GENERAL HOSPITAL,CAIRO,GA,398283142,1598332769,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"HOSPITAL AUTHORITY OF VALDOSTA & LOWNDES COUNTY, GA",VALDOSTA,GA,316021735,1770100422,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
THE MARY LANNING MEMORIAL HOSPITAL ASSOCIATION,HASTINGS,NE,689014451,1760530216,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
UNIVERSITY OF UTAH HOSPITAL,SALT LAKE CITY,UT,841021346,1962729293,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HOSPITAL AUTHORITY OF MITCHELL COUNTY,CAMILLA,GA,317301836,1679140842,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"JOHN D ARCHBOLD MEMORIAL HOSPITAL, INC",THOMASVILLE,GA,317926614,1083281232,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NW GA REGIONAL HOSPITAL,ROME,GA,301651345,1114040805,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PHOEBE PUTNEY MEMORIAL HOSPITAL,ALBANY,GA,317011943,1699773077,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"WAIANAE DISTRICT COMPREHENSIVE HEALTH AND HOSPITAL BOARD, INC",WAIANAE,HI,967923128,1083749279,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"POTOMAC VALLEY HOSPITAL OF W VA, INC",KEYSER,WV,267265908,1558208694,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ONEIDA COUNTY HOSPITAL,MALAD CITY,ID,832521239,1023603156,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ST LUKES REGIONAL MEDICAL CENTER,BOISE,ID,837055289,1093109100,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
REGIONAL WEST MEDICAL CENTER,CHADRON,NE,693379400,1396047148,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
REGIONAL WEST MEDICAL CENTER,CHEYENNE,WY,820094867,1194027953,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
REGIONAL WEST MEDICAL CENTER,LARAMIE,WY,820725401,1053613810,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
THE TROY HOSPITAL HEALTH CARE AUTHORITY,TROY,AL,360813058,1275235301,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
THE MARY LANNING MEMORIAL HOSPITAL ASSOCIATION,GRAND ISLAND,NE,688034910,1376935296,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ROCK COUNTY HOSPITAL,BASSETT,NE,687145512,1447874581,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
REGIONAL WEST MEDICAL CENTER,GRAND ISLAND,NE,688034109,1427350289,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
REGIONAL WEST MEDICAL CENTER,CASPER,WY,826094339,1184926941,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
REGIONAL WEST MEDICAL CENTER,NORFOLK,NE,687013275,1174988448,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
REGIONAL WEST MEDICAL CENTER,RAPID CITY,SD,577023497,1881996643,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
REGIONAL WEST MEDICAL CENTER,OMAHA,NE,681302396,1598055022,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
USA HEALTH HCA PROVIDENCE HOSPITAL LLC,MOBILE,AL,366083709,1225834732,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
THE CHILDREN'S HOSPITAL OF ALABAMA,BIRMINGHAM,AL,352331711,1619980109,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
COMMUNITY HOSPITAL OF ANACONDA,ANACONDA,MT,597111931,1508967035,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
TETON MEDICAL CENTER,CHOTEAU,MT,594229123,1326167875,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GRAND ISLAND REGIONAL MEDICAL CENTER,GRAND ISLAND,NE,688034409,1972473114,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BRYAN MEDICAL CENTER,LINCOLN,NE,685023763,1689203077,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BRYAN HOSPITAL KEARNEY,KEARNEY,NE,688452206,1780554964,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NORTH PLATTE NEBRASKA HOSPITAL CORPORATION,NORTH PLATTE,NE,691016598,1902660509,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NEBRASKA METHODIST HOSPITAL,OMAHA,NE,681144108,1487251120,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NEBRASKA METHODIST HOSPITAL,ELKHORN,NE,680223974,1134726805,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NEBRASKA MEDICAL CENTER,OMAHA,NE,681980600,1003417866,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NORTH COLORADO MEDICAL CENTER,GREELEY,CO,806315154,1104345800,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
NORTH COLORADO MEDICAL CENTER,LOVELAND,CO,805385006,1821517525,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ALTON MEMORIAL HOSPITAL,ALTON,IL,620026722,1093323131,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ASPIRUS WAUSAU HOSPITAL, INC.",STEVENS POINT,WI,544828853,1033701081,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ASPIRUS WAUSAU HOSPITAL, INC.",WAUSAU,WI,544017842,1821115023,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ASPIRUS STANLEY HOSPITAL & CLINICS, INC",STANLEY,WI,547681297,1134193014,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ASPIRUS RIVERVIEW HOSPITAL & CLINICS, INC.",WISCONSIN RAPIDS,WI,54494,1679775415,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CENTRAL DUPAGE HOSPITAL ASSOCIATION,WINFIELD,IL,60190,1851908842,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MAIN STREET MEDICAL CENTER,RIPLEY,WV,252711107,1124205851,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"GALILEE MEDICAL CENTER, S.C.",CHICAGO,IL,606295010,1497493241,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HILLSBORO MEDICAL CENTER RAYMOND LAB,RAYMOND,IL,62560,1972761831,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BUCHANAN GENERAL HOSPITAL INC,GRUNDY,VA,246146974,1619901444,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
BENEFIS HOSPITALS INC,HELENA,MT,596013929,1356118269,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CHOUTEAU COUNTY DISTRICT HOSPITAL,FORT BENTON,MT,59442,1962536052,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
PHILLIPS COUNTY HOSPITAL LAB XRAY,MALTA,MT,59538,1053533471,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
MONTANA CHILDREN'S HOME & HOSPITAL,HELENA,MT,59601,1053577205,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HILLSBORO MEDICAL CENTER LAB,HILLSBORO,IL,620491912,1528226305,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HILLSBORO MEDICAL CENTER AT NOKOMIS LAB,NOKOMIS,IL,620751341,1073743837,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LESTER E COX MEDICAL CENTERS,SPRINGFIELD,MO,658075155,1528748654,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
LANGLADE HOSPITAL - HOTEL DIEU OF ST. JOSEPH OF ANTIGO WISCONSIN,ANTIGO,WI,544092710,1740310226,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"LTE PREVENTIVE HEALTH SYSTEMS, INC.",CHICAGO,IL,606282403,1922706928,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
CLARK MEMORIAL HOSPITAL,JEFFERSONVILLE,IN,471303725,1891839874,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"DEACONESS HOSPITAL, INC",EVANSVILLE,IN,477470001,1619052446,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
FAYETTE MEMORIAL HOSPITAL ASSOCIATION INC,CONNERSVILLE,IN,473312833,1902125883,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
DUNN MEMORIAL HOSPITAL,BEDFORD,IN,474214704,1508982745,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
GIBSON GENERAL HOSPITAL INC.,PRINCETON,IN,476701043,1356975569,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
HARRISON COUNTY HOSPITAL,CORYDON,IN,471122164,1093876153,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
ST VINCENT DUNN HOSPITAL INC,BEDFORD,IN,474214704,1316259690,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
RIVERVIEW HOSPITAL,NOBLESVILLE,IN,460601425,1922691286,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
WITHAM MEMORIAL HOSPITAL,LEBANON,IN,460521476,1558493767,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
"ALLIED HOSPITAL PATHOLOGISTS, P.C.",FORT WAYNE,IN,468451701,1831175389,,,0,0,5,5,Lab Director; Billing Manager; RCM Director; Compliance Officer; COO; CEO; Credentialing Specialist
